"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"11.09.2023","2,380","2,400","2,400","2,360","91,90K","-0,83%"
"08.09.2023","2,400","2,360","2,400","2,360","29,70K","0,84%"
"07.09.2023","2,380","2,440","2,440","2,380","43,10K","-0,83%"
"06.09.2023","2,400","2,380","2,520","2,360","149,00K","0,84%"
"05.09.2023","2,380","2,360","2,380","2,340","29,00K","0,85%"
"04.09.2023","2,360","2,440","2,440","2,340","31,50K","0,00%"
"01.09.2023","2,360","2,420","2,420","2,360","182,20K","-3,28%"
"31.08.2023","2,440","2,460","2,460","2,400","67,90K","-0,81%"
"30.08.2023","2,460","2,520","2,520","2,420","216,00K","2,50%"
"29.08.2023","2,400","2,400","2,420","2,380","62,00K","0,00%"
"28.08.2023","2,400","2,440","2,440","2,380","93,50K","0,00%"
"25.08.2023","2,400","2,420","2,440","2,380","90,00K","0,00%"
"24.08.2023","2,400","2,400","2,420","2,380","38,80K","0,00%"
"23.08.2023","2,400","2,380","2,400","2,360","55,50K","0,84%"
"22.08.2023","2,380","2,380","2,400","2,380","229,10K","0,00%"
"21.08.2023","2,380","2,300","2,400","2,300","66,60K","1,71%"
"18.08.2023","2,340","2,280","2,380","2,280","307,50K","2,63%"
"17.08.2023","2,280","2,280","2,300","2,260","25,20K","-0,87%"
"16.08.2023","2,300","2,300","2,300","2,220","90,60K","0,00%"
"15.08.2023","2,300","2,360","2,360","2,280","61,60K","0,00%"
"11.08.2023","2,300","2,380","2,380","2,280","27,10K","-1,71%"
"10.08.2023","2,340","2,400","2,400","2,340","18,00K","-2,50%"
"09.08.2023","2,400","2,300","2,420","2,300","46,40K","4,35%"
"08.08.2023","2,300","2,340","2,380","2,300","38,20K","-4,17%"
"07.08.2023","2,400","2,360","2,400","2,320","63,10K","1,69%"
"04.08.2023","2,360","2,400","2,400","2,300","98,20K","-2,48%"
"03.08.2023","2,420","2,440","2,440","2,420","1,00K","-0,82%"
"02.08.2023","2,440","2,400","2,440","2,400","34,00K","1,67%"
"31.07.2023","2,400","2,380","2,400","2,380","6,60K","0,00%"
"27.07.2023","2,400","2,420","2,420","2,400","5,50K","0,00%"
"26.07.2023","2,400","2,440","2,440","2,380","43,40K","-0,83%"
"25.07.2023","2,420","2,380","2,420","2,380","40,80K","0,83%"
"24.07.2023","2,400","2,420","2,420","2,400","4,70K","-1,64%"
"21.07.2023","2,440","2,480","2,480","2,440","32,40K","0,00%"
"20.07.2023","2,440","2,500","2,500","2,420","101,50K","-0,81%"
"19.07.2023","2,460","2,400","2,480","2,400","203,40K","2,50%"
"18.07.2023","2,400","2,420","2,420","2,320","162,50K","-0,83%"
"17.07.2023","2,420","2,380","2,480","2,320","96,60K","0,83%"
"14.07.2023","2,400","2,420","2,500","2,400","40,20K","0,84%"
"13.07.2023","2,380","2,340","2,420","2,340","6,60K","0,00%"
"12.07.2023","2,380","2,560","2,560","2,340","34,40K","1,71%"
"11.07.2023","2,340","2,340","2,380","2,340","24,30K","0,86%"
"10.07.2023","2,320","2,380","2,400","2,320","19,60K","-3,33%"
"07.07.2023","2,400","2,420","2,420","2,400","4,30K","0,84%"
"06.07.2023","2,380","2,360","2,380","2,360","10,10K","-0,83%"
"05.07.2023","2,400","2,420","2,440","2,400","13,60K","-1,64%"
"04.07.2023","2,440","2,440","2,440","2,400","15,40K","0,00%"
"03.07.2023","2,440","2,420","2,440","2,420","8,30K","0,83%"
"30.06.2023","2,420","2,420","2,440","2,400","31,30K","0,00%"
"29.06.2023","2,420","2,420","2,420","2,340","22,10K","1,68%"
"28.06.2023","2,380","2,400","2,420","2,380","286,10K","-0,83%"
"27.06.2023","2,400","2,200","2,500","2,200","339,70K","1,69%"
"26.06.2023","2,360","2,520","2,520","2,360","104,50K","-7,09%"
"23.06.2023","2,540","2,540","2,560","2,540","25,60K","-0,78%"
"22.06.2023","2,560","2,560","2,580","2,540","24,20K","-0,78%"
"21.06.2023","2,580","2,620","2,640","2,580","65,10K","-2,27%"
"20.06.2023","2,640","2,640","2,660","2,600","130,50K","-0,75%"
"19.06.2023","2,660","2,640","2,660","2,540","103,50K","0,76%"
"16.06.2023","2,640","2,660","2,660","2,600","91,30K","-0,75%"
"15.06.2023","2,660","2,680","2,700","2,640","53,70K","-1,48%"
"14.06.2023","2,700","2,660","2,700","2,640","61,40K","1,50%"
"13.06.2023","2,660","2,760","2,760","2,600","285,40K","-0,75%"
"12.06.2023","2,680","2,700","2,700","2,660","119,30K","-1,47%"
"09.06.2023","2,720","2,740","2,740","2,700","14,40K","-0,73%"
"08.06.2023","2,740","2,700","2,740","2,700","193,30K","0,74%"
"07.06.2023","2,720","2,780","2,780","2,700","26,60K","0,00%"
"06.06.2023","2,720","2,800","2,800","2,700","167,00K","0,74%"
"02.06.2023","2,700","2,680","2,700","2,660","24,50K","0,00%"
"01.06.2023","2,700","2,680","2,700","2,600","94,90K","0,00%"
"31.05.2023","2,700","2,680","2,700","2,660","44,70K","0,00%"
"30.05.2023","2,700","2,680","2,700","2,680","73,90K","0,75%"
"29.05.2023","2,680","2,680","2,700","2,660","170,90K","0,00%"
"26.05.2023","2,680","2,720","2,720","2,660","239,80K","-2,19%"
"25.05.2023","2,740","2,700","2,740","2,680","56,20K","1,48%"
"24.05.2023","2,700","2,760","2,780","2,680","257,60K","-1,46%"
"23.05.2023","2,740","2,760","2,760","2,740","24,90K","0,00%"
"22.05.2023","2,740","2,760","2,760","2,700","16,00K","-0,72%"
"19.05.2023","2,760","2,800","2,800","2,720","156,40K","0,73%"
"18.05.2023","2,740","2,700","2,820","2,700","186,60K","1,48%"
"17.05.2023","2,700","2,680","2,700","2,660","28,50K","0,00%"
"16.05.2023","2,700","2,680","2,700","2,680","9,20K","0,75%"
"15.05.2023","2,680","2,700","2,760","2,660","73,60K","-2,19%"
"12.05.2023","2,740","2,780","2,780","2,740","56,10K","0,00%"
"11.05.2023","2,740","2,700","2,740","2,700","34,60K","0,74%"
"10.05.2023","2,720","2,700","2,760","2,700","56,10K","0,00%"
"09.05.2023","2,720","2,660","2,720","2,660","42,40K","1,49%"
"08.05.2023","2,680","2,740","2,740","2,620","353,30K","0,34%"
"03.05.2023","2,671","2,690","2,710","2,652","323,95K","0,00%"
"02.05.2023","2,671","2,690","2,729","2,671","208,42K","-0,72%"
"28.04.2023","2,690","2,671","2,884","2,671","208,73K","1,46%"
"27.04.2023","2,652","2,613","2,652","2,613","124,62K","1,48%"
"26.04.2023","2,613","2,613","2,613","2,594","61,48K","1,50%"
"25.04.2023","2,574","2,652","2,652","2,574","256,58K","-2,21%"
"24.04.2023","2,632","2,671","2,690","2,632","227,13K","0,00%"
"21.04.2023","2,632","2,690","2,690","2,632","363,32K","-2,16%"
"20.04.2023","2,690","2,748","2,768","2,671","237,98K","-2,80%"
"19.04.2023","2,768","2,748","2,768","2,748","210,49K","0,00%"
"18.04.2023","2,768","2,729","2,768","2,729","117,18K","0,70%"
"17.04.2023","2,748","2,787","2,787","2,729","96,93K","0,00%"
"12.04.2023","2,748","2,768","2,768","2,748","31,31K","-0,70%"
"11.04.2023","2,768","2,690","2,768","2,690","104,57K","2,14%"
"10.04.2023","2,710","2,710","2,710","2,690","118,32K","0,00%"
"07.04.2023","2,710","2,710","2,710","2,671","176,91K","0,00%"
"05.04.2023","2,710","2,729","2,748","2,690","68,92K","-0,71%"
"04.04.2023","2,729","2,748","2,787","2,729","132,47K","0,00%"
"03.04.2023","2,729","2,748","2,787","2,729","48,36K","-0,70%"
"31.03.2023","2,748","2,768","2,768","2,748","74,40K","-1,39%"
"30.03.2023","2,787","2,768","2,806","2,768","43,71K","0,00%"
"29.03.2023","2,787","2,768","2,787","2,768","34,93K","0,00%"
"28.03.2023","2,787","2,768","2,787","2,748","266,08K","0,70%"
"27.03.2023","2,768","2,806","2,806","2,748","27,28K","0,00%"
"24.03.2023","2,768","2,806","2,806","2,748","339,24K","-2,05%"
"23.03.2023","2,826","2,710","2,826","2,690","447,12K","4,29%"
"22.03.2023","2,710","2,652","2,845","2,652","1,05M","2,19%"
"21.03.2023","2,652","2,690","2,690","2,652","131,85K","0,74%"
"20.03.2023","2,632","2,632","2,671","2,632","747,20K","-0,73%"
"17.03.2023","2,652","2,690","2,690","2,652","201,60K","0,00%"
"16.03.2023","2,652","2,613","2,652","2,613","317,65K","1,48%"
"15.03.2023","2,613","2,613","2,671","2,613","268,98K","0,00%"
"14.03.2023","2,613","2,710","2,710","2,613","3,14M","-3,57%"
"13.03.2023","2,710","2,748","2,748","2,710","519,56K","-1,41%"
"10.03.2023","2,748","2,787","2,787","2,748","576,19K","-1,39%"
"09.03.2023","2,787","2,787","2,826","2,787","182,49K","0,70%"
"08.03.2023","2,768","2,787","2,787","2,748","158,31K","0,00%"
"07.03.2023","2,768","2,748","2,787","2,748","147,66K","1,42%"
"03.03.2023","2,729","2,729","2,768","2,729","471,30K","-0,70%"
"02.03.2023","2,748","2,787","2,787","2,748","248,41K","-0,70%"
"01.03.2023","2,768","2,768","2,787","2,768","152,00K","0,00%"
"28.02.2023","2,768","2,806","2,826","2,768","380,78K","-0,69%"
"27.02.2023","2,787","2,942","2,942","2,787","972,47K","-4,00%"
"24.02.2023","2,903","2,923","2,923","2,884","629,82K","0,67%"
"23.02.2023","2,884","2,942","2,942","2,884","462,00K","-1,32%"
"22.02.2023","2,923","2,942","2,961","2,923","235,91K","0,00%"
"21.02.2023","2,923","2,903","2,961","2,884","580,73K","1,34%"
"20.02.2023","2,884","2,865","2,884","2,826","184,04K","2,05%"
"17.02.2023","2,826","2,923","2,923","2,806","1,65M","-2,67%"
"16.02.2023","2,903","2,884","2,942","2,884","773,86K","0,67%"
"15.02.2023","2,884","2,961","2,981","2,884","2,43M","-2,61%"
"14.02.2023","2,961","2,942","2,981","2,923","1,67M","0,66%"
"13.02.2023","2,942","2,942","2,981","2,942","1,09M","0,00%"
"10.02.2023","2,942","2,961","3,000","2,923","752,58K","-1,30%"
"09.02.2023","2,981","2,942","2,981","2,884","1,69M","1,32%"
"08.02.2023","2,942","3,077","3,077","2,942","3,50M","-4,40%"
"07.02.2023","3,077","3,019","3,116","3,019","7,52M","1,92%"
"06.02.2023","3,019","3,000","3,077","3,000","2,15M","1,30%"
"03.02.2023","2,981","2,961","3,019","2,961","932,79K","0,65%"
"02.02.2023","2,961","2,961","3,039","2,942","2,13M","0,66%"
"01.02.2023","2,942","2,961","3,000","2,923","771,80K","0,00%"
"31.01.2023","2,942","2,981","2,981","2,942","534,65K","-0,65%"
"30.01.2023","2,961","3,000","3,000","2,942","399,38K","0,00%"
"27.01.2023","2,961","2,942","2,981","2,923","774,69K","0,66%"
"26.01.2023","2,942","2,981","3,000","2,923","503,96K","-0,65%"
"25.01.2023","2,961","2,981","3,000","2,942","1,05M","-0,65%"
"24.01.2023","2,981","3,019","3,019","2,961","1,09M","-0,65%"
"23.01.2023","3,000","2,981","3,058","2,923","3,13M","1,97%"
"20.01.2023","2,942","2,961","2,981","2,923","2,00M","-0,65%"
"19.01.2023","2,961","3,000","3,058","2,923","6,28M","-1,92%"
"18.01.2023","3,019","3,290","3,329","3,019","27,40M","0,00%"
"17.01.2023","3,019","2,884","3,019","2,865","4,97M","3,31%"
"16.01.2023","2,923","2,806","2,961","2,806","5,72M","4,86%"
"13.01.2023","2,787","2,845","2,884","2,787","1,14M","-1,37%"
"12.01.2023","2,826","2,845","2,865","2,806","535,37K","0,00%"
"11.01.2023","2,826","2,806","2,884","2,748","3,02M","1,39%"
"10.01.2023","2,787","2,787","2,787","2,768","251,93K","0,70%"
"09.01.2023","2,768","2,729","2,787","2,729","215,24K","1,42%"
"06.01.2023","2,729","2,729","2,787","2,729","263,19K","0,71%"
"05.01.2023","2,710","2,729","2,748","2,710","325,29K","-1,41%"
"04.01.2023","2,748","2,748","2,768","2,710","419,53K","0,00%"
"03.01.2023","2,748","2,806","2,806","2,729","313,41K","-0,70%"
"30.12.2022","2,768","2,787","2,806","2,729","1,13M","1,42%"
"29.12.2022","2,729","2,729","2,768","2,729","443,61K","0,00%"
"28.12.2022","2,729","2,710","2,884","2,710","2,80M","1,44%"
"27.12.2022","2,690","2,671","2,729","2,671","89,49K","0,00%"
"26.12.2022","2,690","2,690","2,729","2,671","374,07K","0,72%"
"23.12.2022","2,671","2,671","2,690","2,671","233,43K","0,73%"
"22.12.2022","2,652","2,690","2,690","2,652","314,96K","0,00%"
"21.12.2022","2,652","2,652","2,710","2,652","266,29K","0,00%"
"20.12.2022","2,652","2,787","2,787","2,632","2,42M","-3,52%"
"19.12.2022","2,748","2,787","2,787","2,748","458,28K","-0,70%"
"16.12.2022","2,768","2,787","2,826","2,768","866,35K","-1,38%"
"15.12.2022","2,806","2,768","2,923","2,748","5,20M","2,11%"
"14.12.2022","2,748","2,768","2,768","2,729","303,90K","0,71%"
"13.12.2022","2,729","2,748","2,768","2,729","414,06K","-0,70%"
"09.12.2022","2,748","2,748","2,787","2,748","173,50K","0,00%"
"08.12.2022","2,748","2,729","2,787","2,729","355,16K","0,00%"
"07.12.2022","2,748","2,748","2,787","2,748","517,80K","0,00%"
"06.12.2022","2,748","2,826","2,845","2,748","547,67K","-2,07%"
"02.12.2022","2,806","2,845","2,845","2,806","486,08K","-1,36%"
"01.12.2022","2,845","2,903","2,923","2,826","1,56M","-0,68%"
"30.11.2022","2,865","2,923","2,961","2,845","3,87M","-1,33%"
"29.11.2022","2,903","2,845","2,903","2,787","2,50M","1,35%"
"28.11.2022","2,865","2,729","2,865","2,710","3,05M","4,96%"
"25.11.2022","2,729","2,729","2,748","2,710","226,20K","0,00%"
"24.11.2022","2,729","2,748","2,748","2,710","541,47K","-0,70%"
"23.11.2022","2,748","2,729","2,768","2,710","783,06K","1,43%"
"22.11.2022","2,710","2,729","2,748","2,710","753,92K","-0,71%"
"21.11.2022","2,729","2,748","2,748","2,729","1,23M","-1,40%"
"18.11.2022","2,768","2,806","2,826","2,729","1,76M","-1,38%"
"17.11.2022","2,806","2,787","2,845","2,787","588,38K","0,69%"
"16.11.2022","2,787","2,806","2,826","2,787","435,65K","-0,69%"
